,year,quarter,title,studio,castcrew,link_en
31,1990,Q2,Total Recall,TriStar Pictures / Carolco Pictures,"Paul Verhoeven (director); Ronald Shusett, Dan O'Bannon, Gary Goldman (screenplay); Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin, Michael Ironside, Ronny Cox, Mel Johnson Jr., Marshall Bell, Roy Brocksmith, Ray Baker, Michael Champion, Rosemary Dunsmore, Robert Costanzo, Marc Alaimo, Dean Norris, Debbie Lee Carrington, Lycia Naff",/wiki/Total_Recall_(1990_film)
32,1990,Q2,Another 48 Hrs.,Paramount Pictures,"Walter Hill (director); John Fasano, Jeb Stuart, Larry Gross (screenplay); Eddie Murphy, Nick Nolte, Andrew Divoff, Brion James, Kevin Tighe, Ed O'Ross, David Anthony Marshall, Bernie Casey, Brent Jennings, Ted Markland, Tisha Campbell, Felice Orlandi",/wiki/Another_48_Hrs.
33,1990,Q2,Dick Tracy,Touchstone Pictures,"Warren Beatty (director); Jim Cash, Jack Epps Jr. (screenplay); Warren Beatty, Madonna, Al Pacino, Glenne Headly, Charlie Korsmo, James Keane, Seymour Cassel, Michael J. Pollard, Charles Durning, Dick Van Dyke, Frank Campanella, Kathy Bates, Dustin Hoffman, William Forsythe, Ed O'Ross, James Tolkan, Mandy Patinkin, R. G. Armstrong, Henry Silva, Paul Sorvino, Lawrence Steven Meyers, James Caan, Catherine O'Hara, Robert Beecher, Michelle Johnston, Lew Horn, Mike Hagerty, Arthur Malet, Bert Remsen, Jack Kehoe, Mary Woronov, Estelle Parsons, Hamilton Camp, Bing Russell, Robert Costanzo, Allen Garfield, John Schuck, Charles Fleischer, Walker Edmiston, John Moschitta Jr., Neil Ross, Mike Mazurki, Ian Wolfe",/wiki/Dick_Tracy_(1990_film)
34,1990,Q2,Gremlins 2: The New Batch,Warner Bros. Pictures / Amblin Entertainment,"Joe Dante (director); Charles S. Haas (screenplay); Zach Galligan, Phoebe Cates, John Glover, Robert Prosky, Robert Picardo, Christopher Lee, Haviland Morris, Dick Miller, Jackie Joseph, Gedde Watanabe, Keye Luke, Kathleen Freeman, Don Stanton, Dan Stanton, Shawn Nelson, Archie Hahn, Ron Fassler, Jason Presson, Patrika Darbo, Jerry Goldsmith, Rick Ducommun, John Capodice, Belinda Balaski, Paul Bartel, Kenneth Tobey, Raymond Cruz, Julia Sweeney, Charles S. Haas, Isiah Whitlock Jr., Dean Norris, John Astin, Henry Gibson, Leonard Maltin, Hulk Hogan, Dick Butkus, Bubba Smith, Howie Mandel, Tony Randall, Frank Welker, Kirk R. Thatcher, Mark Dodson, Neil Ross, Jeff Bergman, Joe Dante, Michael Sheehan, Nancy McConnor",/wiki/Gremlins_2:_The_New_Batch
35,1990,Q2,Betsy's Wedding,Touchstone Pictures,"Alan Alda (director/screenplay); Alan Alda, Molly Ringwald, Ally Sheedy, Madeline Kahn, Joe Pesci, Joey Bishop, Anthony LaPaglia, Burt Young, Catherine O'Hara, Julie Bovasso, Nicolas Coster, Bibi Besch, Dylan Walsh, Camille Saviola, Allan Rich, Sully Boyar, Monica Carr, Frankie R. Faison, Tom Mardirosian, Larry Block, Helen Hanft, Samuel L. Jackson",/wiki/Betsy%27s_Wedding
36,1990,Q2,Felix the Cat: The Movie,New World Pictures,"Tibor Hernádi (director); Peter Brown (screenplay); Chris Phillips, Alice Playten",/wiki/Felix_the_Cat:_The_Movie
37,1990,Q2,RoboCop 2,Orion Pictures,"Irvin Kershner (director); Frank Miller, Walon Green (screenplay); Peter Weller, Nancy Allen, Dan O'Herlihy, Belinda Bauer, Felton Perry, Tom Noonan, Willard E. Pugh, Gabriel Damon, Galyn Görg, Stephen Lee, Robert DoQui, Ken Lerner, Jeff McCarthy, John Doolittle, Angie Bolling, Brandon Smith, Thomas Rosales Jr., Tzi Ma, Wanda De Jesus, George Cheung, Phil Rubenstein, Michael Medeiros, Roger Aaron Brown, Mark Rolston, Gary Bullock, Linda Thompson, John Glover, Mario Machado, Leeza Gibbons, John Ingle, Fabiana Udenio, Barry Martin",/wiki/RoboCop_2
38,1990,Q2,Framed,HBO Pictures,"Dean Parisot (director); Gary Rosen (screenplay); Jeff Goldblum, Kristin Scott Thomas, Todd Graff, Michael Lerner, Abdul Salaam El Razzac, James Hong, Don Amendolia, Carel Struycken, Joel Swetow, Mary Pat Gleason, Jordan Lund, Jessica Fass, Drew Joseph Rowe, François Giroday, Beau Dare",/wiki/Framed_(1990_film)
39,1990,Q2,Days of Thunder,Paramount Pictures / Don Simpson/Jerry Bruckheimer Films,"Tony Scott (director); Robert Towne (screenplay); Tom Cruise, Robert Duvall, Randy Quaid, Nicole Kidman, Cary Elwes, Michael Rooker, Fred Dalton Thompson, John C. Reilly, J. C. Quinn, Caroline Williams, Leilani Sarelle, Chris Ellis, Don Simpson, Richard Petty, Rusty Wallace, Neil Bonnett, Harry Gant, Dr. Jerry Punch, Bob Jenkins",/wiki/Days_of_Thunder
40,1990,Q2,Ghost Dad,Universal Pictures,"Sidney Poitier (director); Brent Maddock, S. S. Wilson, Chris Reese (screenplay); Bill Cosby, Kimberly Russell, Salim Grant, Denise Nicholas, Brooke Fontaine, Ian Bannen, Christine Ebersole, Barry Corbin, Dana Ashbrook, Omar Gooding, Arnold Stang, Dakin Matthews, Raynor Scheine",/wiki/Ghost_Dad
0,1990,Q3,Die Hard 2,20th Century Fox,"Renny Harlin (director); Steven E. de Souza, Doug Richardson (screenplay); Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson, Franco Nero, William Sadler, John Amos, Dennis Franz, Art Evans, Fred Dalton Thompson, Tom Bower, Sheila McCarthy, Don Harvey, John Costelloe, Vondie Curtis-Hall, John Leguizamo, Robert Patrick, Tom Verica, Tony Ganios, Michael Cunningham, Peter Nelson, Ken Baldwin, Mark Boone Junior, Robert Costanzo, Patrick O'Neal, Colm Meaney",/wiki/Die_Hard_2
1,1990,Q3,Jetsons: The Movie,Universal Pictures / Hanna-Barbera,"William Hanna, Joseph Barbera (director); Dennis Marks (screenplay); George O'Hanlon, Penny Singleton, Tiffany, Patric Zimmerman, Don Messick, Jean Vander Pyl, Mel Blanc, Jeff Bergman, Ronnie Schell, Patti Deutsch, Dana Hill, Paul Kreppel, Russi Taylor, Brad Garrett, B. J. Ward, Steve McClintock, Rick Dees, Frank Welker, Janet Waldo, Susan Silo, Jim Ward, Bruce Cummings, Michael Bell, Rob Paulsen",/wiki/Jetsons:_The_Movie
2,1990,Q3,The Adventures of Ford Fairlane,20th Century Fox,"Renny Harlin (director); Daniel Waters, James Cappe, David Arnott (screenplay); Andrew Dice Clay, Wayne Newton, Priscilla Presley, Lauren Holly, Brandon Call, Maddie Corman, David Patrick Kelly, Morris Day, Ed O'Neill, Robert Englund, Gilbert Gottfried, Vince Neil, William Shockley, Steve White, Kari Wuhrer, Cody Jarrett, Sheila E., Lala, Delia Sheppard, Tone Loc, Kurt Loder",/wiki/The_Adventures_of_Ford_Fairlane
3,1990,Q3,Ghost,Paramount Pictures,"Jerry Zucker (director); Bruce Joel Rubin (screenplay); Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Rick Aviles, Vincent Schiavelli, Gail Boggs, Armelia McQueen, Phil Leeds, Augie Blunt, Stephen Root, Bruce Jarchow",/wiki/Ghost_(1990_film)
4,1990,Q3,The Invisible Maniac,Republic Pictures,Adam Rifkin (director/screenplay); Noel Peters,/wiki/The_Invisible_Maniac
5,1990,Q3,The Jungle Book (re-release),Walt Disney Pictures,"Wolfgang Reitherman (director); Larry Clemmons, Ralph Wright, Ken Anderson, Vance Gerry (screenplay); Phil Harris, Sebastian Cabot, George Sanders, Sterling Holloway, John Abbott, Louis Prima, Bruce Reitherman, J. Pat O'Malley, Verna Felton, Clint Howard, Chad Stuart, Lord Tim Hudson, Ben Wright, Darlene Carr, Leo De Lyon, Hal Smith, Ralph Wright, Digby Wolfe, Bill Skiles, Pete Henderson",/wiki/The_Jungle_Book_(1967_film)
6,1990,Q3,Quick Change,Warner Bros. Pictures,"Howard Franklin, Bill Murray (director); Howard Franklin (screenplay); Bill Murray, Geena Davis, Randy Quaid, Jason Robards, Tony Shalhoub, Philip Bosco, Phil Hartman, Bob Elliott, Jamey Sheridan, Stanley Tucci, Kurtwood Smith, Victor Argo, Jack Gilpin",/wiki/Quick_Change
7,1990,Q3,Arachnophobia,Hollywood Pictures / Amblin Entertainment,"Frank Marshall (director); Don Jakoby, Wesley Strick (screenplay); Jeff Daniels, Julian Sands, Harley Jane Kozak, John Goodman, Brian McNamara, James Handy, Peter Jason, Henry Jones, Frances Bay, Roy Brocksmith, Kathy Kinney, Stuart Pankin, Mary Carver, Marlene Katz",/wiki/Arachnophobia_(film)
8,1990,Q3,The Freshman,TriStar Pictures,"Andrew Bergman (director/screenplay); Marlon Brando, Matthew Broderick, Bruno Kirby, Penelope Ann Miller, Frank Whaley, Jon Polito, Paul Benedict, Richard Gant, Kenneth Welsh, Pamela Payton-Wright, BD Wong, Maximilian Schell",/wiki/The_Freshman_(1990_film)
9,1990,Q3,Navy SEALs,Orion Pictures,"Lewis Teague (director); Chuck Pfarrer, Gary Goldman (screenplay); Charlie Sheen, Michael Biehn, Joanne Whalley-Kilmer, Rick Rossovich, Cyril O'Reilly, Bill Paxton, Dennis Haysbert, Paul Sanchez, Nicholas Kadi, Ronald G. Joseph, S. Epatha Merkerson, Gregory McKinney, Rob Moran, Richard Venture",/wiki/Navy_SEALs_(film)
10,1990,Q3,El Diablo,HBO Pictures,"Peter Markle (director); Tommy Lee Wallace, John Carpenter, Bill Phillips (screenplay); Anthony Edwards, Louis Gossett Jr., Joe Pantoliano, John Glover, Robert Beltran, M.C. Gainey, Miguel Sandoval, Sarah Trigger, Branscombe Richmond, Jim Beaver, Geno Silva, David Dunard, Don Collier, Luis Contreras, Jesse Doran, Kathleen Erickson, Todd Fitzpatrick, Wilfredo Hernandez, Robert Miano, Ann Risley",/wiki/El_Diablo_(1990_film)
11,1990,Q3,Blood Oath,Roadshow Entertainment,"Stephen Wallace (director); Denis Whitburn, Brian A. Williams (screenplay); Bryan Brown, George Takei, Terry O'Quinn, John Bach, John Clarke, Deborah Kara Unger, John Polson, Nicholas Eadie, David Argue, Ray Barrett",/wiki/Blood_Oath_(film)
12,1990,Q3,Chicago Joe and the Showgirl,New Line Cinema,"Bernard Rose (director); David Yallop (screenplay); Kiefer Sutherland, Emily Lloyd, Patsy Kensit, Liz Fraser, John Lahr, Harry Fowler, Keith Allen, Angela Morant",/wiki/Chicago_Joe_and_the_Showgirl
13,1990,Q3,Presumed Innocent,Warner Bros. Pictures,"Alan J. Pakula (director/screenplay); Frank Pierson (screenplay); Harrison Ford, Brian Dennehy, Raúl Juliá, Bonnie Bedelia, Paul Winfield, Greta Scacchi, John Spencer, Joe Grifasi, Tom Mardirosian, Anna Maria Horsford, Sab Shimono, Bradley Whitford, Christine Estabrook, Michael Tolan, Jesse Bradford, Joseph Mazzello, Tucker Smallwood, David Wohl, Jeffrey Wright",/wiki/Presumed_Innocent_(film)
14,1990,Q3,Problem Child,Universal Pictures / Imagine Entertainment,"Dennis Dugan (director); Scott Alexander, Larry Karaszewski (screenplay); John Ritter, Michael Oliver, Jack Warden, Gilbert Gottfried, Amy Yasbeck, Michael Richards, Peter Jurasik, Colby Kline, Dennis Dugan",/wiki/Problem_Child_(film)
15,1990,Q3,Young Guns II,20th Century Fox / Morgan Creek Productions,"Geoff Murphy (director); John Fusco (screenplay); Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater, William Petersen, James Coburn, Alan Ruck, Balthazar Getty, R. D. Call, Jenny Wright, Jack Kehoe, Robert Knepper, Viggo Mortensen, Tracey Walter, Bradley Whitford, Scott Wilson, Leon Rippy, Howie Young",/wiki/Young_Guns_II
16,1990,Q3,DuckTales the Movie: Treasure of the Lost Lamp,Walt Disney Pictures,"Bob Hathcock (director); Alan Burnett (screenplay); Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray, Chuck McCann, Joan Gerber, Rip Taylor, Charlie Adler, Jack Angel, Steve Bulen, Sherry Lynn, Mickie T. McGowan, Patrick Pinney, Frank Welker",/wiki/DuckTales_the_Movie:_Treasure_of_the_Lost_Lamp
17,1990,Q3,Metropolitan,New Line Cinema,"Whit Stillman (director/screenplay); Carolyn Farina, Edward Clements, Taylor Nichols, Chris Eigeman, Allison Parisi, Dylan Hundley",/wiki/Metropolitan_(1990_film)
18,1990,Q3,Mo' Better Blues,Universal Pictures / 40 Acres and a Mule Filmworks,"Spike Lee (director/screenplay); Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito, Robin Harris, Joie Lee, Bill Nunn, John Turturro, Dick Anthony Williams, Cynda Williams, Jeff ""Tain"" Watts, Abbey Lincoln, Nicholas Turturro, Robin Harris, Samuel L. Jackson, Leonard L. Thomas, Charlie Murphy, Coati Mundi, Diahann Carroll, Rubén Blades",/wiki/Mo%27_Better_Blues
19,1990,Q3,Air America,TriStar Pictures / Carolco Pictures,"Roger Spottiswoode (director); Christopher Robbins, John Eskow, Richard Rush (screenplay); Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins, David Marshall Grant, Michael Dudikoff, Lane Smith, Art LaFleur, Ned Eisenberg, Marshall Bell, David Bowe, Burt Kwouk, Tim Thomerson, Harvey Jason",/wiki/Air_America_(film)
20,1990,Q3,Asterix and the Big Fight,Gaumont,David N. Weiss (director/screenplay); Henry Winkler,/wiki/Asterix_and_the_Big_Fight_(film)
21,1990,Q3,Flatliners,Columbia Pictures,"Joel Schumacher (director); Peter Filardi (screenplay); Kiefer Sutherland, Julia Roberts, William Baldwin, Oliver Platt, Kevin Bacon, Kimberly Scott, Joshua Rudoy, Benjamin Mouton, Hope Davis, Patricia Belcher, Beth Grant",/wiki/Flatliners
22,1990,Q3,The Two Jakes,Paramount Pictures,"Jack Nicholson (director); Robert Towne (screenplay); Jack Nicholson, Harvey Keitel, Meg Tilly, Madeleine Stowe, Eli Wallach, Rubén Blades, Frederic Forrest, David Keith, Richard Farnsworth, Tracey Walter, Joe Mantell, James Hong, Perry Lopez, Jeff Morris, Rebecca Broussard, Van Dyke Parks, Pia Grønning, Faye Dunaway",/wiki/The_Two_Jakes
23,1990,Q3,The Exorcist III,20th Century Fox / Morgan Creek Productions,"William Peter Blatty (director/screenplay); George C. Scott, Ed Flanders, Jason Miller, Scott Wilson, Brad Dourif, Grand L. Bush, Nicol Williamson, Nancy Fish, Tracy Thorne, Demetrios Pappageorge, Barbara Baxley, Harry Carey Jr., George DiCenzo, Tyra Ferrell, Lois Foraker, Don Gordon, Mary Jackson, Zohra Lampert, Ken Lerner, Viveca Lindfors, Lee Richardson, Patrick Ewing, C. Everett Koop, Larry King, Colleen Dewhurst, Samuel L. Jackson",/wiki/The_Exorcist_III
24,1990,Q3,My Blue Heaven,Warner Bros. Pictures,"Herbert Ross (director); Nora Ephron (screenplay); Steve Martin, Rick Moranis, Joan Cusack, Carol Kane, William Irwin, Melanie Mayron, William Hickey, Deborah Rush, Daniel Stern, Jesse Bradford, Corey Carrier, Seth Jaffe, Robert Miranda, Ed Lauter, Julie Bovasso, Colleen Camp, Gordon Currie, Raymond O'Connor, Troy Evans, Carol Ann Susi",/wiki/My_Blue_Heaven_(1990_film)
25,1990,Q3,Taking Care of Business,Hollywood Pictures,"Arthur Hiller (director); Jill Mazursky, J. J. Abrams (screenplay); James Belushi, Charles Grodin, Anne De Salvo, Loryn Locklin, Stephen Elliott, Héctor Elizondo, Veronica Hamel, Mako, Gates McFadden, John de Lancie, Burke Byrnes",/wiki/Taking_Care_of_Business_(film)
26,1990,Q3,Wild at Heart,The Samuel Goldwyn Company,"David Lynch (director/screenplay); Nicolas Cage, Laura Dern, Willem Dafoe, Crispin Glover, Diane Ladd, Isabella Rossellini, Harry Dean Stanton, Calvin Lockhart, J. E. Freeman, W. Morgan Sheppard, Grace Zabriskie, Marvin Kaplan, David Patrick Kelly, Freddie Jones, John Lurie, Jack Nance, Pruitt Taylor Vince, Sherilyn Fenn, Frances Bay, Frank Collison, Sheryl Lee, Peter Bromilow, Sally Boyle, Gregg Dandridge, Koko Taylor",/wiki/Wild_at_Heart_(film)
27,1990,Q3,Women & Men: Stories of Seduction,HBO Showcase,"Frederic Raphael, Tony Richardson, Ken Russell (directors); Valerie Curtin, Joan Didion, John Gregory Dunne (screenplay); James Woods, Melanie Griffith, Beau Bridges, Elizabeth McGovern, Molly Ringwald, Peter Weller, Kyra Sedgwick, Carmen Segarra, Felipe García Vélez, Luis Maluenda, Liza Ross, Louis Mahoney, Philip O'Brien, Dominic Hawksley, Paul Raphael",/wiki/Women_%26_Men:_Stories_of_Seduction
28,1990,Q3,Pump Up the Volume,New Line Cinema,"Allan Moyle (director/screenplay); Christian Slater, Samantha Mathis, Mimi Kennedy, Scott Paulin, Cheryl Pollak, Annie Ross, Ahmet Zappa, Billy Morrissette, Seth Green, Robert Schenkkan, Ellen Greene, Andy Romano, Anthony Lucero, Lala Sloatman, James Hampton",/wiki/Pump_Up_the_Volume_(film)
29,1990,Q3,"After Dark, My Sweet",Avenue Pictures,"James Foley (director/screenplay); Robert Redlin (screenplay); Jason Patric, Rocky Giordani, Rachel Ward, Bruce Dern, Mike Hagerty, George Dickerson, Corey Carrier","/wiki/After_Dark,_My_Sweet"
30,1990,Q3,Darkman,Universal Pictures,"Sam Raimi (director/screenplay); Chuck Pfarrer, Ivan Raimi, Daniel Goldin, Joshua Goldin (screenplay); Liam Neeson, Frances McDormand, Colin Friels, Larry Drake, Nelson Mashita, Jessie Lawrence Ferguson, Rafael H. Robledo, Dan Hicks, Ted Raimi, Dan Bell, Nicholas Worth, Aaron Lustig, Arsenio 'Sonny' Trinidad, Nathan Jung, Professor Toru Tanaka, William Dear, Julius Harris, Bridget Hoffman, John Landis, Neal McDonough, Stuart Cornfeld, William Lustig, Scott Spiegel, Bruce Campbell, Jenny Agutter, Joel and Ethan Coen, Christopher Doyle, Tony Gardner",/wiki/Darkman
31,1990,Q3,Delta Force 2: The Colombian Connection,Cannon Films,"Aaron Norris (director); Lee Reynolds (screenplay); Chuck Norris, Billy Drago, John P. Ryan, Richard Jaeckel, Paul Perri, Mark Margolis",/wiki/Delta_Force_2:_The_Colombian_Connection
32,1990,Q3,Dreams,Warner Bros. Pictures,"Ishirō Honda (director); Akira Kurosawa (director/screenplay); Akira Terao, Martin Scorsese, Mitsunori Isaki, Chishū Ryū, Mieko Harada",/wiki/Dreams_(1990_film)
33,1990,Q3,Men at Work,Triumph Films,"Emilio Estevez (director/screenplay); Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David, Dean Cameron, John Getz, Hawk Wolinski, John Lavachielli, Geoffrey Blake, Cameron Dye, John Putch, Tommy Hinkley, Darrell Larson, Sy Richardson, Troy Evans, Jim ""Poorman"" Trenton",/wiki/Men_at_Work_(1990_film)
34,1990,Q3,The Witches,Warner Bros. Pictures,"Nicolas Roeg (director); Allan Scott (screenplay); Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson, Jane Horrocks, Charlie Potter, Anne Lambton, Angelique Rockas, Annabel Brooks, Sukie Smith, Bill Paterson, Brenda Blethyn, Jenny Runacre, Emma Relph, Rose English, Nora Connolly, Rosamund Greenwood, Darcy Flynn, Vincent Marzello, Elsie Eide, Grete Nordrå, Ola Otnes, Merete Armand, Jim Carter, Roberta Taylor, Stella Tanner, Barbara Hicks, Michael Palin",/wiki/The_Witches_(1990_film)
35,1990,Q3,Criminal Justice,HBO Showcase / Elysian Films,"Andy Wolk (director/screenplay); Forest Whitaker, Anthony LaPaglia, Rosie Perez, Jennifer Grey, Tony Todd, Saundra McClain, Joe Lisi, Stephen Pearlman, William Cameron, Chuck Cooper, Bill Dalzell, Charles Sanders, Don Brockett, Rick Applegate, Ro'ee Levi, Benjamin J. Cain Jr., Jacquay L. McCall, Yancey Arias, Marc Field, Patricia Hicok, Lonzo Green, Ellsworth Gearinger, Etta Cox, Peter Wolk",/wiki/Criminal_Justice_(film)
36,1990,Q3,Somebody Has to Shoot the Picture,HBO Pictures,"Frank Pierson (director); Doug Magee (screenplay); Roy Scheider, Bonnie Bedelia, Robert Carradine, Andre Braugher, Arliss Howard, Bob Barnes, Rex Benson, Harold Bergman, Ginger Burgett, Traber Burns, Patrick Cherry, Antoni Corone, Danny Hanemann, Tom Kouchalakos, Marc Macaulay, Shawn McAllister, Mark McCracken, Greg Paul Meyers, Kathy Neff, Tom Nowicki, Kevin Quigley, Ric Reitz, Tracy Roberts, Tom Schuster, Lou Walker, Mattie Wolf",/wiki/Somebody_Has_to_Shoot_the_Picture
37,1990,Q3,Postcards from the Edge,Columbia Pictures,"Mike Nichols (director); Carrie Fisher (screenplay); Meryl Streep, Shirley MacLaine, Dennis Quaid, Gene Hackman, Richard Dreyfuss, Rob Reiner, Mary Wickes, Conrad Bain, Annette Bening, Simon Callow, Gary Morton, CCH Pounder, Robin Bartlett, Barbara Garrick, Anthony Heald, Dana Ivey, Oliver Platt",/wiki/Postcards_from_the_Edge_(film)
38,1990,Q3,Death Warrant,Metro-Goldwyn-Mayer,"Deran Sarafian (director); David S. Goyer (screenplay); Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb, George Dickerson, Art LaFleur, Patrick Kilpatrick, Joshua John Miller, Hank Stone, Conrad Dunn, Jack Bannon, Abdul Salaam El Razzac, Armin Shimerman, Larry Hankin",/wiki/Death_Warrant_(film)
39,1990,Q3,Hardware,Palace Pictures / Miramax Films,"Richard Stanley (director); Steve MacManus, Kevin O'Neill, Richard Stanley (screenplay); Dylan McDermott, Stacey Travis, John Lynch, Iggy Pop, Carl McCoy, William Hootkins, Mark Northover, Paul McKenzie, Lemmy",/wiki/Hardware_(film)
40,1990,Q3,Repossessed,Seven Arts Pictures / Carolco Pictures,"Bob Logan (director); Bob Logan (screenplay); Leslie Nielsen, Linda Blair, Ned Beatty, Anthony Starke, Lana Schwab, Thom J. Sharp, Robert Fuller, Jesse Ventura, Gene Okerlund, Bob Zany, Jake Steinfeld, Wally George, Jack LaLanne, Army Archerd",/wiki/Repossessed_(film)
41,1990,Q3,State of Grace,Orion Pictures,"Phil Joanou (director); Dennis McIntyre (screenplay); Sean Penn, Ed Harris, Gary Oldman, Robin Wright, John Turturro, John C. Reilly, R. D. Call, Joe Viterelli, Burgess Meredith, Marco St. John, Mo Gaffney, Deirdre O'Connell, Thomas G. Waites, Michael Cumpsty, Michael Cunningham",/wiki/State_of_Grace_(1990_film)
